               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 168,            0.047941,            0.028921,                   0,             0.70564,             0.62069,             0.61992,             0.25993,            0.041699,            0.012599,                   0,           0.0093948,           0.0093948,           0.0093948
                 169,            0.044706,            0.027425,                   0,             0.62923,             0.58621,             0.61502,              0.2921,            0.039028,            0.012371,                   0,           0.0093877,           0.0093877,           0.0093877
                 170,            0.041883,            0.027118,                   0,             0.82272,             0.56897,             0.67187,             0.28777,            0.038151,            0.010976,                   0,           0.0093805,           0.0093805,           0.0093805
                 171,            0.047807,             0.03104,                   0,             0.59719,              0.7931,             0.62251,             0.25248,            0.036666,            0.012037,                   0,           0.0093733,           0.0093733,           0.0093733
                 172,            0.047428,            0.029043,                   0,             0.62669,             0.63793,             0.58534,             0.24423,            0.037355,            0.012412,                   0,           0.0093661,           0.0093661,           0.0093661
                 173,            0.046747,            0.029118,                   0,             0.59994,             0.62069,             0.55724,             0.22264,             0.04431,            0.012686,                   0,           0.0093589,           0.0093589,           0.0093589
                 174,            0.047604,            0.028075,                   0,             0.67346,             0.56897,              0.5671,             0.22397,            0.047968,            0.013821,                   0,           0.0093516,           0.0093516,           0.0093516
                 175,            0.047263,            0.028425,                   0,             0.54825,             0.58588,             0.53344,             0.17835,            0.049955,            0.015425,                   0,           0.0093442,           0.0093442,           0.0093442
                 176,            0.047654,              0.0343,                   0,             0.55913,             0.56854,             0.49435,             0.20651,            0.044323,            0.015873,                   0,           0.0093369,           0.0093369,           0.0093369
                 177,            0.041392,             0.02752,                   0,             0.56488,             0.67151,             0.59273,              0.2572,            0.038386,            0.012631,                   0,           0.0093295,           0.0093295,           0.0093295
                 178,            0.044673,             0.02612,                   0,             0.69144,             0.46552,             0.55373,             0.22369,            0.039553,            0.012415,                   0,            0.009322,            0.009322,            0.009322
                 179,            0.043794,            0.027882,                   0,             0.74323,                 0.5,             0.57357,             0.19718,            0.039244,            0.012757,                   0,           0.0093146,           0.0093146,           0.0093146
                 180,            0.043564,            0.029297,                   0,             0.51386,             0.63785,             0.50777,             0.20761,            0.040974,            0.013317,                   0,            0.009307,            0.009307,            0.009307
                 181,            0.043567,            0.026191,                   0,               0.646,             0.56897,             0.57271,             0.22692,            0.045162,            0.012034,                   0,           0.0092995,           0.0092995,           0.0092995
                 182,            0.043387,            0.026714,                   0,             0.60594,              0.6363,             0.56676,             0.24593,            0.038957,            0.012967,                   0,           0.0092919,           0.0092919,           0.0092919
                 183,              0.0442,            0.028556,                   0,             0.62047,             0.62069,             0.57809,             0.26253,            0.038349,             0.01315,                   0,           0.0092843,           0.0092843,           0.0092843
                 184,             0.04671,            0.028794,                   0,             0.63978,              0.5512,             0.53844,             0.22496,            0.041012,            0.013505,                   0,           0.0092766,           0.0092766,           0.0092766
                 185,            0.044391,            0.028627,                   0,             0.74345,                 0.5,              0.5454,             0.24091,            0.038572,            0.012703,                   0,           0.0092689,           0.0092689,           0.0092689
                 186,            0.043756,            0.026487,                   0,              0.7361,             0.48276,             0.53813,             0.23049,             0.04452,            0.013352,                   0,           0.0092611,           0.0092611,           0.0092611
                 187,            0.044784,            0.027664,                   0,              0.6956,             0.55172,             0.52703,             0.21114,            0.045255,            0.013266,                   0,           0.0092534,           0.0092534,           0.0092534
                 188,            0.039645,            0.026474,                   0,             0.62946,              0.5858,             0.57345,             0.23821,            0.040342,            0.012941,                   0,           0.0092455,           0.0092455,           0.0092455
                 189,            0.043332,            0.027251,                   0,              0.6875,             0.56896,             0.56248,             0.22635,            0.042746,            0.012611,                   0,           0.0092377,           0.0092377,           0.0092377
                 190,            0.042139,            0.028427,                   0,             0.75976,             0.60345,             0.59615,             0.23402,            0.043126,            0.013651,                   0,           0.0092298,           0.0092298,           0.0092298
                 191,            0.046311,            0.029255,                   0,             0.45531,             0.53448,             0.40113,             0.16326,            0.047671,            0.016426,                   0,           0.0092219,           0.0092219,           0.0092219
                 192,            0.042169,            0.027226,                   0,             0.69981,             0.60292,             0.63777,             0.29385,            0.037436,            0.010637,                   0,           0.0092139,           0.0092139,           0.0092139
                 193,            0.045185,            0.028498,                   0,             0.61288,             0.65511,             0.60874,             0.28764,            0.037981,            0.013088,                   0,           0.0092059,           0.0092059,           0.0092059
                 194,            0.043387,            0.026334,                   0,             0.67773,             0.65517,             0.66265,             0.29887,            0.036001,            0.011878,                   0,           0.0091979,           0.0091979,           0.0091979
                 195,             0.04209,            0.028468,                   0,             0.71707,             0.53448,             0.55359,             0.26648,            0.042519,            0.014466,                   0,           0.0091898,           0.0091898,           0.0091898
                 196,            0.042734,            0.026822,                   0,             0.56243,             0.62052,             0.53966,             0.27923,            0.046355,            0.012839,                   0,           0.0091817,           0.0091817,           0.0091817
                 197,            0.043606,            0.029395,                   0,             0.67973,              0.5855,             0.54312,             0.27558,             0.03829,            0.012086,                   0,           0.0091735,           0.0091735,           0.0091735
                 198,            0.041311,            0.026333,                   0,             0.59675,             0.63793,             0.51671,             0.23952,            0.042208,            0.012872,                   0,           0.0091653,           0.0091653,           0.0091653
                 199,            0.042113,            0.024413,                   0,             0.80917,             0.58621,              0.6279,             0.27358,            0.051176,            0.012404,                   0,           0.0091571,           0.0091571,           0.0091571
                 200,             0.04374,            0.028691,                   0,               0.578,             0.63761,             0.53151,             0.21095,             0.04937,            0.013963,                   0,           0.0091489,           0.0091489,           0.0091489
                 201,            0.039937,            0.027501,                   0,             0.65425,             0.61991,             0.60015,             0.30417,            0.038783,            0.011617,                   0,           0.0091406,           0.0091406,           0.0091406
                 202,            0.040239,            0.024181,                   0,             0.69806,             0.63793,             0.62914,             0.29734,            0.037634,            0.011326,                   0,           0.0091322,           0.0091322,           0.0091322
                 203,            0.040792,            0.028388,                   0,             0.53998,             0.68811,              0.5756,             0.27757,            0.035485,            0.012679,                   0,           0.0091239,           0.0091239,           0.0091239
                 204,            0.043387,             0.02996,                   0,              0.5711,             0.55099,             0.51175,             0.23698,            0.037011,            0.014882,                   0,           0.0091155,           0.0091155,           0.0091155
                 205,            0.041022,             0.02606,                   0,             0.64831,             0.63793,             0.60265,             0.26747,            0.036368,            0.012631,                   0,           0.0091071,           0.0091071,           0.0091071
                 206,            0.040311,            0.026997,                   0,             0.70514,             0.62069,             0.55985,             0.28949,            0.037466,            0.013692,                   0,           0.0090986,           0.0090986,           0.0090986
                 207,            0.043295,            0.028064,                   0,             0.71383,             0.60345,             0.56802,             0.26172,            0.039848,            0.012934,                   0,           0.0090901,           0.0090901,           0.0090901
                 208,            0.040156,            0.024668,                   0,             0.78253,             0.62042,             0.62402,             0.26954,            0.037648,            0.012708,                   0,           0.0090815,           0.0090815,           0.0090815
                 209,            0.037851,            0.024985,                   0,             0.80609,             0.58621,             0.62856,             0.29453,            0.037999,             0.01204,                   0,            0.009073,            0.009073,            0.009073
                 210,            0.042241,            0.023093,                   0,             0.63754,             0.63793,             0.58538,             0.26536,            0.041751,            0.012124,                   0,           0.0090643,           0.0090643,           0.0090643
                 211,            0.040897,            0.025684,                   0,             0.61507,             0.68876,             0.58997,             0.23484,            0.042099,            0.013316,                   0,           0.0090557,           0.0090557,           0.0090557
                 212,            0.043675,            0.027814,                   0,             0.66049,             0.63793,             0.62608,             0.29171,             0.03659,            0.012426,                   0,            0.009047,            0.009047,            0.009047
                 213,            0.040863,             0.02404,                   0,             0.79545,             0.60344,             0.64967,              0.3267,             0.03823,            0.011464,                   0,           0.0090383,           0.0090383,           0.0090383
                 214,            0.039472,            0.030158,                   0,             0.68994,             0.62069,             0.58418,             0.31532,            0.037637,             0.01396,                   0,           0.0090295,           0.0090295,           0.0090295
                 215,            0.040161,            0.027598,                   0,             0.64891,             0.63735,             0.60983,             0.30552,            0.037806,            0.012657,                   0,           0.0090208,           0.0090208,           0.0090208
                 216,            0.042478,            0.027129,                   0,             0.73317,              0.5685,              0.5855,             0.27663,            0.038131,            0.013141,                   0,           0.0090119,           0.0090119,           0.0090119
                 217,            0.038576,            0.024666,                   0,             0.76582,             0.62022,             0.60296,             0.29585,            0.037909,            0.012093,                   0,           0.0090031,           0.0090031,           0.0090031
                 218,            0.039463,            0.027152,                   0,             0.80982,             0.53448,             0.59237,             0.27812,            0.039106,            0.013753,                   0,           0.0089942,           0.0089942,           0.0089942
                 219,            0.042067,            0.024135,                   0,             0.70223,             0.62069,             0.54387,               0.254,            0.039601,            0.011911,                   0,           0.0089853,           0.0089853,           0.0089853
                 220,            0.043287,            0.029832,                   0,             0.66613,             0.58621,             0.52459,             0.25108,             0.03877,            0.011368,                   0,           0.0089763,           0.0089763,           0.0089763
                 221,            0.037057,            0.023168,                   0,             0.73293,             0.56897,              0.5559,             0.24785,            0.043524,            0.011764,                   0,           0.0089673,           0.0089673,           0.0089673
                 222,            0.039816,            0.025163,                   0,             0.71409,             0.60345,             0.56393,             0.23982,            0.041105,            0.011928,                   0,           0.0089583,           0.0089583,           0.0089583
                 223,            0.041847,             0.02491,                   0,             0.71996,             0.62058,             0.59749,             0.25852,            0.038473,            0.011681,                   0,           0.0089492,           0.0089492,           0.0089492
                 224,            0.039823,            0.028917,                   0,             0.67952,             0.58621,              0.5914,             0.25546,            0.035971,            0.012916,                   0,           0.0089401,           0.0089401,           0.0089401
                 225,            0.042208,            0.027952,                   0,              0.5534,             0.53448,             0.48338,             0.23002,             0.04057,            0.012818,                   0,            0.008931,            0.008931,            0.008931
                 226,            0.036545,            0.025293,                   0,             0.67261,             0.63759,             0.60162,              0.3008,            0.035249,             0.01188,                   0,           0.0089218,           0.0089218,           0.0089218
                 227,            0.037154,            0.023151,                   0,             0.67856,             0.62069,             0.57282,             0.26303,             0.03723,            0.012771,                   0,           0.0089126,           0.0089126,           0.0089126
                 228,            0.038514,            0.027577,                   0,             0.58979,             0.62069,             0.51864,             0.23696,            0.043047,            0.014513,                   0,           0.0089034,           0.0089034,           0.0089034
                 229,            0.040665,            0.026563,                   0,             0.67875,             0.62069,             0.58701,             0.27294,            0.039169,            0.013192,                   0,           0.0088941,           0.0088941,           0.0088941
                 230,            0.039035,            0.024649,                   0,              0.6599,             0.60345,             0.58965,             0.27817,            0.038318,            0.013055,                   0,           0.0088848,           0.0088848,           0.0088848
                 231,            0.042085,            0.030394,                   0,             0.66587,             0.58621,             0.58364,             0.30156,            0.037529,            0.013608,                   0,           0.0088755,           0.0088755,           0.0088755
                 232,            0.039188,            0.026103,                   0,             0.62482,             0.68913,             0.61738,             0.26163,            0.040186,            0.013136,                   0,           0.0088661,           0.0088661,           0.0088661
                 233,            0.040688,            0.024388,                   0,              0.6992,             0.72414,              0.6148,              0.2946,            0.038411,            0.012333,                   0,           0.0088567,           0.0088567,           0.0088567
                 234,            0.038116,            0.023236,                   0,             0.63926,             0.67217,             0.58888,               0.288,            0.039562,            0.012406,                   0,           0.0088473,           0.0088473,           0.0088473
                 235,            0.039516,             0.02534,                   0,             0.70563,             0.62069,             0.58616,             0.29313,            0.040909,            0.012244,                   0,           0.0088378,           0.0088378,           0.0088378
                 236,            0.039398,            0.026545,                   0,             0.64774,             0.60345,             0.58116,             0.27603,            0.040522,             0.01311,                   0,           0.0088283,           0.0088283,           0.0088283
                 237,            0.038437,            0.024175,                   0,               0.679,             0.61999,             0.58286,             0.27781,            0.039801,            0.014205,                   0,           0.0088188,           0.0088188,           0.0088188
                 238,            0.037537,            0.023529,                   0,              0.7304,             0.65517,             0.64373,             0.27174,            0.039385,            0.012156,                   0,           0.0088092,           0.0088092,           0.0088092
                 239,            0.037824,             0.02648,                   0,              0.6029,              0.7069,             0.56193,             0.24074,            0.041276,            0.013656,                   0,           0.0087996,           0.0087996,           0.0087996
                 240,            0.037394,            0.025612,                   0,             0.66011,             0.63625,             0.52643,             0.21095,             0.04177,            0.012908,                   0,             0.00879,             0.00879,             0.00879
                 241,            0.038105,             0.02738,                   0,             0.65431,             0.62069,             0.55028,             0.25591,            0.039423,            0.013341,                   0,           0.0087804,           0.0087804,           0.0087804
                 242,            0.038831,            0.025564,                   0,             0.76444,             0.67241,             0.63779,             0.27767,            0.039136,            0.012398,                   0,           0.0087707,           0.0087707,           0.0087707
                 243,            0.041755,            0.028095,                   0,             0.70353,             0.65517,             0.61377,             0.28649,            0.040883,            0.011993,                   0,           0.0087609,           0.0087609,           0.0087609
                 244,            0.042392,            0.024007,                   0,             0.73684,             0.72412,             0.66975,             0.32804,            0.040831,            0.012453,                   0,           0.0087512,           0.0087512,           0.0087512
                 245,            0.036133,            0.023138,                   0,             0.63318,             0.65517,             0.59183,             0.29937,            0.041619,            0.013123,                   0,           0.0087414,           0.0087414,           0.0087414
                 246,            0.041348,            0.023934,                   0,             0.71683,             0.65517,             0.66512,             0.31633,            0.039901,            0.012068,                   0,           0.0087316,           0.0087316,           0.0087316
                 247,            0.041405,            0.028491,                   0,             0.42139,             0.60272,             0.40784,             0.18543,            0.043431,            0.015093,                   0,           0.0087217,           0.0087217,           0.0087217
                 248,            0.038218,             0.02657,                   0,             0.71659,             0.65517,             0.58693,             0.30784,            0.039697,            0.012089,                   0,           0.0087118,           0.0087118,           0.0087118
                 249,            0.036864,            0.026573,                   0,             0.70078,             0.68966,             0.62278,              0.3087,            0.038043,            0.011744,                   0,           0.0087019,           0.0087019,           0.0087019
                 250,            0.041587,            0.026276,                   0,             0.77551,             0.65516,             0.67319,              0.3344,            0.037051,            0.012477,                   0,            0.008692,            0.008692,            0.008692
                 251,            0.037431,            0.024828,                   0,             0.75487,             0.58621,             0.60983,             0.29263,            0.037719,            0.012895,                   0,            0.008682,            0.008682,            0.008682
                 252,            0.039108,            0.026469,                   0,             0.63061,             0.62069,             0.58967,             0.24049,            0.040351,             0.01433,                   0,            0.008672,            0.008672,            0.008672
                 253,            0.036491,            0.024807,                   0,             0.60929,             0.67218,             0.58411,              0.2922,            0.041119,            0.012975,                   0,           0.0086619,           0.0086619,           0.0086619
                 254,            0.039193,            0.024967,                   0,             0.71052,             0.55172,             0.56838,             0.27714,            0.040582,            0.012753,                   0,           0.0086519,           0.0086519,           0.0086519
                 255,            0.037799,            0.025512,                   0,             0.80479,             0.56897,              0.6064,             0.30409,            0.039492,            0.012269,                   0,           0.0086417,           0.0086417,           0.0086417
                 256,            0.036098,            0.022009,                   0,              0.7344,             0.62069,             0.63822,             0.32943,            0.037637,            0.011932,                   0,           0.0086316,           0.0086316,           0.0086316
                 257,            0.039531,            0.026093,                   0,             0.72323,             0.58621,             0.50635,              0.2404,            0.043749,            0.014085,                   0,           0.0086214,           0.0086214,           0.0086214
                 258,            0.034898,            0.021304,                   0,             0.71905,             0.62069,             0.56249,             0.28001,            0.038063,            0.013815,                   0,           0.0086112,           0.0086112,           0.0086112
                 259,            0.036249,             0.02363,                   0,             0.79517,             0.60345,             0.62583,             0.34948,            0.036335,            0.012179,                   0,            0.008601,            0.008601,            0.008601
                 260,             0.03562,            0.025579,                   0,             0.71118,             0.63793,             0.59682,             0.29781,            0.038464,            0.012668,                   0,           0.0085908,           0.0085908,           0.0085908
                 261,              0.0353,             0.02346,                   0,             0.79068,             0.58616,             0.61721,             0.30274,            0.038945,            0.012448,                   0,           0.0085805,           0.0085805,           0.0085805
                 262,             0.03507,            0.024461,                   0,             0.58322,             0.72381,             0.61594,              0.2671,            0.041621,            0.013747,                   0,           0.0085701,           0.0085701,           0.0085701
                 263,            0.033835,            0.023498,                   0,             0.65531,             0.68966,             0.66695,             0.28962,              0.0373,            0.012998,                   0,           0.0085598,           0.0085598,           0.0085598
                 264,            0.035781,             0.02284,                   0,             0.71692,             0.65496,             0.65528,             0.31056,            0.039236,            0.012923,                   0,           0.0085494,           0.0085494,           0.0085494
                 265,             0.03382,            0.021224,                   0,             0.70649,             0.58621,             0.59312,             0.27869,            0.040546,             0.01308,                   0,            0.008539,            0.008539,            0.008539
                 266,            0.034681,            0.025033,                   0,             0.71424,             0.60345,             0.58361,             0.26899,            0.041423,            0.012909,                   0,           0.0085286,           0.0085286,           0.0085286
                 267,            0.036596,            0.025237,                   0,             0.70346,             0.65517,             0.60684,             0.29425,            0.041068,            0.012306,                   0,           0.0085181,           0.0085181,           0.0085181
                 268,            0.038455,            0.026168,                   0,             0.65493,             0.65517,              0.5828,             0.29309,            0.039439,            0.012774,                   0,           0.0085076,           0.0085076,           0.0085076
                 269,            0.036788,            0.023108,                   0,             0.72504,             0.63793,              0.5974,             0.29674,            0.038299,            0.013272,                   0,           0.0084971,           0.0084971,           0.0084971
                 270,            0.034541,            0.022899,                   0,             0.72423,             0.63793,             0.59736,             0.30827,            0.038924,            0.012548,                   0,           0.0084865,           0.0084865,           0.0084865
                 271,            0.036572,            0.022658,                   0,             0.66652,             0.68966,             0.62331,             0.31459,            0.036971,            0.012291,                   0,           0.0084759,           0.0084759,           0.0084759
                 272,            0.037639,            0.022886,                   0,             0.77354,             0.70672,              0.6678,             0.33201,            0.036553,            0.012898,                   0,           0.0084653,           0.0084653,           0.0084653
                 273,            0.036467,            0.025284,                   0,             0.66024,             0.67013,             0.55277,             0.26823,            0.039425,            0.013849,                   0,           0.0084546,           0.0084546,           0.0084546
                 274,            0.042898,            0.027099,                   0,             0.62016,             0.62069,             0.52985,             0.24711,            0.039072,            0.013651,                   0,            0.008444,            0.008444,            0.008444
                 275,            0.039067,             0.02166,                   0,             0.78936,             0.51724,             0.56129,              0.3008,             0.03863,            0.012804,                   0,           0.0084333,           0.0084333,           0.0084333
                 276,            0.035105,             0.02501,                   0,             0.69995,             0.60345,             0.55972,             0.27284,            0.039473,             0.01349,                   0,           0.0084225,           0.0084225,           0.0084225
                 277,             0.03827,            0.026888,                   0,             0.61178,              0.7069,             0.60598,             0.29801,            0.038474,            0.014116,                   0,           0.0084118,           0.0084118,           0.0084118
                 278,             0.03607,            0.022983,                   0,             0.66069,             0.67241,             0.63154,             0.30728,            0.038493,            0.013921,                   0,            0.008401,            0.008401,            0.008401
                 279,            0.035792,            0.025319,                   0,             0.67271,             0.63788,             0.58192,               0.268,            0.038091,            0.014766,                   0,           0.0083901,           0.0083901,           0.0083901
                 280,            0.030388,            0.022212,                   0,             0.79543,             0.60338,             0.67138,             0.32184,            0.034795,            0.012185,                   0,           0.0083793,           0.0083793,           0.0083793
                 281,            0.036205,            0.023814,                   0,             0.82923,             0.58621,             0.67467,             0.33112,             0.03517,            0.012214,                   0,           0.0083684,           0.0083684,           0.0083684
                 282,            0.037275,             0.02367,                   0,              0.6716,              0.7069,             0.68729,             0.34734,             0.03738,            0.012277,                   0,           0.0083575,           0.0083575,           0.0083575
                 283,            0.035804,            0.022923,                   0,             0.74967,             0.62069,             0.60007,             0.26755,            0.041917,            0.013348,                   0,           0.0083466,           0.0083466,           0.0083466
                 284,            0.034456,            0.023687,                   0,             0.62345,             0.51724,             0.51882,             0.22002,            0.039804,            0.014587,                   0,           0.0083356,           0.0083356,           0.0083356
                 285,            0.035306,            0.025171,                   0,             0.64901,             0.63763,             0.56651,             0.26924,            0.035976,            0.013964,                   0,           0.0083246,           0.0083246,           0.0083246
                 286,            0.035961,            0.020392,                   0,             0.66077,             0.67241,             0.58345,             0.28515,            0.037128,            0.013802,                   0,           0.0083136,           0.0083136,           0.0083136
                 287,            0.034015,            0.022148,                   0,             0.72907,             0.60345,             0.62855,             0.27634,            0.039647,            0.014175,                   0,           0.0083025,           0.0083025,           0.0083025
                 288,            0.036887,            0.025269,                   0,             0.67237,             0.67229,             0.62402,             0.27946,             0.03904,            0.013606,                   0,           0.0082915,           0.0082915,           0.0082915
                 289,            0.037773,            0.026518,                   0,             0.70896,             0.67241,             0.64984,             0.29073,            0.034692,            0.012587,                   0,           0.0082804,           0.0082804,           0.0082804
                 290,            0.038334,            0.023614,                   0,             0.76073,             0.60301,              0.6108,              0.2889,            0.036097,            0.013747,                   0,           0.0082692,           0.0082692,           0.0082692
                 291,            0.033579,            0.023798,                   0,             0.71416,             0.60308,             0.58753,             0.27266,            0.038299,             0.01411,                   0,           0.0082581,           0.0082581,           0.0082581
                 292,            0.034608,            0.024102,                   0,             0.74998,             0.62069,             0.64459,              0.3084,            0.034195,            0.012526,                   0,           0.0082469,           0.0082469,           0.0082469
                 293,            0.036823,            0.023512,                   0,             0.77271,             0.58615,             0.62305,             0.32132,            0.035629,            0.012552,                   0,           0.0082357,           0.0082357,           0.0082357
                 294,            0.038506,            0.021692,                   0,             0.70562,             0.62069,             0.60314,              0.3189,            0.035519,            0.012552,                   0,           0.0082244,           0.0082244,           0.0082244
                 295,            0.039471,            0.024314,                   0,             0.60558,             0.58621,             0.54365,             0.24837,            0.038908,            0.014044,                   0,           0.0082132,           0.0082132,           0.0082132
                 296,            0.035278,            0.022897,                   0,             0.74906,             0.62069,             0.57773,             0.28889,            0.035929,            0.012821,                   0,           0.0082019,           0.0082019,           0.0082019
                 297,            0.034011,            0.025064,                   0,             0.74988,             0.62031,             0.59853,             0.30918,            0.034418,             0.01176,                   0,           0.0081906,           0.0081906,           0.0081906
                 298,            0.032381,            0.020365,                   0,             0.76083,              0.6033,             0.59799,             0.29661,            0.034722,            0.012184,                   0,           0.0081792,           0.0081792,           0.0081792
                 299,            0.032169,            0.021694,                   0,             0.64904,             0.67241,             0.56978,              0.2975,            0.034429,            0.012522,                   0,           0.0081679,           0.0081679,           0.0081679
                 300,            0.034797,            0.020826,                   0,             0.62699,             0.63759,             0.52742,             0.25544,            0.039128,             0.01327,                   0,           0.0081565,           0.0081565,           0.0081565
                 301,            0.036482,            0.024914,                   0,              0.6433,             0.65302,             0.59766,              0.2907,            0.036075,            0.014186,                   0,            0.008145,            0.008145,            0.008145
                 302,            0.041126,            0.023713,                   0,             0.73705,             0.58621,             0.59411,             0.28881,            0.034786,            0.013199,                   0,           0.0081336,           0.0081336,           0.0081336
                 303,            0.037478,            0.022019,                   0,             0.77546,             0.65517,             0.62447,             0.31871,             0.03723,            0.012058,                   0,           0.0081221,           0.0081221,           0.0081221
                 304,            0.032489,            0.024913,                   0,             0.70158,             0.68966,             0.64319,             0.31891,            0.035241,            0.011962,                   0,           0.0081106,           0.0081106,           0.0081106
                 305,            0.033937,            0.020201,                   0,             0.69377,             0.58621,             0.60488,             0.31571,            0.035691,             0.01254,                   0,           0.0080991,           0.0080991,           0.0080991
                 306,            0.035913,            0.024689,                   0,             0.66031,             0.60327,             0.55149,              0.3064,            0.036765,            0.013008,                   0,           0.0080875,           0.0080875,           0.0080875
                 307,             0.03533,            0.023377,                   0,             0.58615,             0.58621,             0.47602,             0.25275,            0.038847,            0.013002,                   0,           0.0080759,           0.0080759,           0.0080759
                 308,            0.031182,            0.021346,                   0,             0.63793,             0.63792,             0.60401,             0.32535,             0.03434,            0.012061,                   0,           0.0080643,           0.0080643,           0.0080643
                 309,            0.035646,            0.023094,                   0,             0.62465,             0.68966,             0.60198,             0.32678,            0.036417,            0.013067,                   0,           0.0080527,           0.0080527,           0.0080527
                 310,            0.031725,             0.02178,                   0,             0.66636,             0.65517,              0.5818,             0.29571,             0.03984,            0.014094,                   0,           0.0080411,           0.0080411,           0.0080411
                 311,            0.034894,            0.020867,                   0,             0.72544,             0.63793,             0.58224,             0.29974,            0.037631,            0.012909,                   0,           0.0080294,           0.0080294,           0.0080294
                 312,            0.034298,            0.022004,                   0,             0.64472,             0.68966,             0.60567,             0.30302,            0.038841,            0.012803,                   0,           0.0080177,           0.0080177,           0.0080177
                 313,            0.035322,            0.023342,                   0,             0.66052,             0.63793,             0.58908,             0.29907,            0.039495,            0.013647,                   0,           0.0080059,           0.0080059,           0.0080059
                 314,            0.035501,            0.022071,                   0,             0.63792,             0.63789,             0.54192,             0.26189,            0.041775,            0.014677,                   0,           0.0079942,           0.0079942,           0.0079942
                 315,            0.034442,            0.021488,                   0,             0.62695,             0.63793,             0.56377,             0.27009,            0.039633,            0.014904,                   0,           0.0079824,           0.0079824,           0.0079824
                 316,            0.031669,            0.022819,                   0,             0.61187,              0.7067,             0.64189,             0.29828,            0.035881,              0.0136,                   0,           0.0079706,           0.0079706,           0.0079706
                 317,            0.030956,            0.021511,                   0,             0.70907,             0.67235,             0.64547,              0.3142,             0.03823,            0.012853,                   0,           0.0079588,           0.0079588,           0.0079588
                 318,            0.035583,            0.024956,                   0,             0.69641,             0.67235,             0.60113,             0.29834,            0.037489,            0.012655,                   0,           0.0079469,           0.0079469,           0.0079469
                 319,            0.034966,            0.024055,                   0,             0.72393,             0.72414,             0.62624,             0.30745,            0.038391,            0.013093,                   0,            0.007935,            0.007935,            0.007935
                 320,             0.03227,            0.021464,                   0,             0.79167,             0.65517,             0.62761,             0.31138,            0.036732,             0.01245,                   0,           0.0079231,           0.0079231,           0.0079231
                 321,            0.033719,            0.023271,                   0,             0.76923,             0.68963,             0.65925,             0.29668,             0.03987,            0.013456,                   0,           0.0079112,           0.0079112,           0.0079112
                 322,            0.033515,            0.021948,                   0,             0.80418,             0.63793,             0.63771,             0.28607,            0.038938,             0.01364,                   0,           0.0078993,           0.0078993,           0.0078993
                 323,            0.035764,            0.022062,                   0,             0.71154,             0.63792,             0.61824,              0.2855,            0.038828,            0.013563,                   0,           0.0078873,           0.0078873,           0.0078873
                 324,            0.033921,            0.025386,                   0,             0.62694,             0.63747,             0.55124,             0.25284,            0.039553,            0.015106,                   0,           0.0078753,           0.0078753,           0.0078753
                 325,            0.034905,            0.019188,                   0,             0.74955,             0.67241,              0.6559,             0.30651,            0.036266,            0.013102,                   0,           0.0078633,           0.0078633,           0.0078633
                 326,            0.035268,            0.021386,                   0,             0.73315,             0.56897,             0.57029,             0.28536,            0.035304,            0.013489,                   0,           0.0078512,           0.0078512,           0.0078512
                 327,            0.034292,            0.022718,                   0,              0.7291,             0.60345,             0.60929,             0.30129,            0.033256,            0.012977,                   0,           0.0078392,           0.0078392,           0.0078392
                 328,            0.033461,            0.023246,                   0,             0.69085,               0.655,             0.62284,             0.32536,            0.033604,            0.012637,                   0,           0.0078271,           0.0078271,           0.0078271
                 329,            0.030694,            0.021263,                   0,             0.71427,             0.68966,             0.60754,             0.30859,             0.03319,            0.012339,                   0,            0.007815,            0.007815,            0.007815
                 330,            0.033709,            0.019777,                   0,             0.69445,              0.7069,             0.62143,              0.3145,            0.034403,             0.01233,                   0,           0.0078028,           0.0078028,           0.0078028
                 331,            0.031803,            0.020189,                   0,             0.81812,             0.62069,             0.63996,             0.34913,            0.034746,            0.012732,                   0,           0.0077907,           0.0077907,           0.0077907
                 332,              0.0332,            0.020841,                   0,             0.79499,             0.60345,             0.65145,             0.31783,            0.038169,            0.013035,                   0,           0.0077785,           0.0077785,           0.0077785
                 333,            0.029939,            0.019479,                   0,             0.76469,             0.67241,             0.65265,             0.30995,            0.038231,            0.013188,                   0,           0.0077663,           0.0077663,           0.0077663
                 334,            0.031291,             0.02111,                   0,             0.73905,             0.58597,             0.59698,             0.28668,            0.039281,            0.013109,                   0,           0.0077541,           0.0077541,           0.0077541
                 335,            0.029522,            0.018436,                   0,             0.74482,             0.65517,             0.65517,             0.31209,            0.037822,            0.013029,                   0,           0.0077418,           0.0077418,           0.0077418
                 336,            0.033728,            0.024135,                   0,              0.7109,             0.63793,             0.62144,             0.30663,            0.041952,            0.013868,                   0,           0.0077296,           0.0077296,           0.0077296
                 337,            0.032349,            0.022324,                   0,             0.62055,             0.62033,             0.54234,             0.26349,            0.040895,             0.01297,                   0,           0.0077173,           0.0077173,           0.0077173
                 338,            0.032707,            0.017707,                   0,             0.67856,             0.65513,             0.60117,             0.30603,            0.039116,            0.012157,                   0,            0.007705,            0.007705,            0.007705
                 339,            0.034261,            0.020856,                   0,              0.7056,             0.62069,             0.62309,             0.31255,             0.03692,            0.012295,                   0,           0.0076926,           0.0076926,           0.0076926
